Filter: same-concept
Blocker: overlap_3
K: 5
Time: 2.9804203510284424 seconds
Recall: 0.7392996108949417

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'biswap', 'swapp', 'swapr', 'fourswap'], 'uniswap')
(0, '1inch_Limit Order Protocol', ['apexpro', 'derifyprotocol', 'protofi', 'xswapprotocol', 'shellprotocol'], '1inch')
(1, 'curvefinance_MUSD-StableSwapMUSD', ['curve', 'sfinance', 'swapp', 'kswap', 'hswap'], 'curve')
(1, 'sushiswap_Treasury Multisig', ['sushiswap', 'biswap', 'kswap', 'cswap', 'fourswap'], 'sushiswap')
(1, 'Compound Dai', ['compound', 'morphoaave', 'revert', 'dogecompounder', 'component'], 'compound')
(1, 'Bitfinex: MultiSig 1', ['bitcom', 'bitfinex', 'bitx', 'bitfex', 'bitznetwork'], 'bitfinex')
(0, 'synthetix_TokenStateiXTZ', ['chatex', 'tether', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'maker_MCD_CLIP_CALC_UNIV2UNIETH_A', ['maker', 'stake1', 'unilend', 'ethichub', 'unionprotocol'], 'maker')
(1, 'aave_aENJ', ['morphoaave', 'aave', 'agave', 'ironbank', 'tenderfinance'], 'aave')
(1, 'GHash.io', ['ghashio', '1hash', 'cloudhashingcom', '1thash', 'bitcoincom'], 'ghashio')
(1, 'Kraken 5', ['kraken', 'birake', 'latoken', 'lakebtc', 'bakeryswap'], 'kraken')
(0, 'synthetix_DelegateApprovalsEternalStorage', ['chatex', 'tether', 'feiprotocol', 'vesper', 'badger'], 'synthetix')
(1, 'CoinDeal Token (CDL)', ['coindeal', 'coin', '1coincom', '1coin', 'dcoin'], 'coindeal')
(1, 'harvestfinance_fCRV-BUSD', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(1, 'vesper_VUSDC-feeWhiteList', ['vesper', 'tether', 'harvestfinance', 'badger', 'feiprotocol'], 'vesper')
(1, 'instadapp_InstaVestingFactory', ['instadapp', 'aada', 'agave', 'fringe', 'stake1'], 'instadapp')
(1, 'Binance 17', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'curvefinance_bBTC-StableSwapBBTC', ['curve', 'sfinance', 'kswap', 'cswap', 'hswap'], 'curve')
(1, 'badger_native.sushiDiggWbtc', ['badger', 'vesper', 'harvestfinance', 'feiprotocol', 'yearnfinance'], 'badger')
(1, 'HaoBTC.com', ['haobtccom', '50btccom', 'btctcom', 'btcguildcom', 'btcjamcom'], 'haobtccom')
(1, '8baochi', ['8baochi', '1hash', 'eclipsemccom', 'sbicrypto', 'kucoin'], '8baochi')
(1, 'fei_EthLidoPCVDeposit', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'CampBX.com', ['campbx', 'zbcom', 'zg', '796', 'occamx'], 'campbx')
(1, 'Bitfinex: Deployer 2', ['nex', 'bitfinex', 'bitcom', 'nexo', 'bitznetwork'], 'bitfinex')
(1, 'compound_cYFI', ['compound', 'morphoaave', 'commodo', 'fountainprotocol', 'hundredfinance'], 'compound')
(1, 'huobi reserve wallets MATIC', ['huobi', 'dovewallet', 'wallex', 'huobijapan', 'huobikorea'], 'huobi')
(1, 'maker_MCD_CLIP_ETH_B', ['maker', 'stake1', 'ethichub', 'bondappetit', 'fraxfinance'], 'maker')
(0, 'barnbridge_crUSDC Rewards Pool', ['badger', 'tether', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(1, 'maker_MCD_JOIN_UNIV2USDCETH_A', ['maker', 'stake1', 'unilend', 'ethichub', 'usdfilending'], 'maker')
(0, 'Triplemining', ['gbminers', 'polminepl', 'asicminer', 'kncminercom', 'cloudhashingcom'], 'triplemining')
(1, 'Compound: Deployer 3', ['compound', 'wynddex', 'dogecompounder', 'component', 'unbound'], 'compound')
(1, 'uniswap_UniswapV2ETHWBTCUNIPool', ['uniswap', 'biswap', 'ethwswap', 'swapr', 'fourswap'], 'uniswap')
(1, 'Tidex Token (TDX)', ['idex', 'tidex', 'latoken', 'kaidex', 'mdex'], 'tidex')
(1, 'harvestfinance_fCRV-HBTC', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'huobi reserve wallets HT', ['huobi', 'dovewallet', 'wallex', 'huobikorea', 'huobijapan'], 'huobi')
(1, 'CoinKite.com', ['coinkitecom', 'coin', 'fcoin', 'bitcoin-roulettecom', 'coinmkt'], 'coinkitecom')
(0, 'synthetix_EternalStorageLiquidations', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'CrimeNet.biz', ['crimenetbiz', 'crimenetworkbiz', 'crimenetworkcc', 'crimenetworkco', 'coinpaymentsnet'], 'crimenetbiz')
(1, 'SwCPoker.eu', ['swcpokereu', 'bitcoinpokertablescom', 'satoshicirclecom', 'anonibetcom', 'fairproofcom'], 'swcpokereu')
(1, 'harvestfinance_CRV-HUSD Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(0, 'barnbridge_bb_aUSDC (Aave)', ['badger', 'tether', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(1, 'compound_IRM_USDC_Updateable', ['compound', 'morphoaave', 'commodo', 'usdfilending', 'atlendis'], 'compound')
(0, 'Ethfinex: Old Contract 2', ['nex', 'coinex', 'nexo', 'cone', 'resfinex'], 'bitfinex')
(0, 'aave_stableDebtTokenAddress - aUNI', ['fluidtokens', 'agave', 'stake1', 'fortressloans', 'unilend'], 'aave')
(1, 'aave_aAmmUniMKRWETH', ['agave', 'unilend', 'aave', 'ethichub', 'morphoaave'], 'aave')
(1, 'Bithumb 5', ['bitcom', 'bithumb', 'bitzcom', 'bitznetwork', 'bitx'], 'bithumb')
(0, 'synthetix_ProxysLINK', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'maker_MCD_CLIP_LRC_A', ['maker', 'stake1', 'orcadao', 'benqi', 'multiplierfinance'], 'maker')
(1, 'Bithumb 10', ['bitcom', 'bithumb', 'bitzcom', 'bitznetwork', 'bitx'], 'bithumb')
(1, 'curvefinance_UniswapBurner', ['uniswap', 'biswap', 'curve', 'sfinance', 'swapr'], 'curve')
(0, 'synthetix_StakingRewardssBTCCurve', ['tether', 'harvestfinance', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(0, 'synthetix_SynthiADA', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'compound_StdComptroller_2_6', ['compound', 'morphoaave', 'ruler', 'euler', 'commodo'], 'compound')
(1, 'maker_MCD_CLIP_CALC_LINK_A', ['maker', 'stake1', 'acala', 'benqi', 'tenderfinance'], 'maker')
(1, 'maker_MCD_JOIN_RWA002_A', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(1, 'Huobi 14', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'CleverCoin.com', ['clevercoin', 'coin', 'dcoin', 'fcoin', 'coinw'], 'clevercoin')
(1, 'bitfinex Tron TRX/TRC10/TRC20 hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitzcom'], 'bitfinex')
(1, 'badger_badgerHunt', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, 'balancer_SmartPoolFactory', ['balancer', 'pact', 'smartdex', 'pala', 'balancednetwork'], 'balancer')
(1, 'Indacoin.com', ['indacoin', 'coin', '1coin', 'coinw', '1coincom'], 'indacoin')
(1, 'curvefinance_MetaBurner', ['curve', 'sfinance', 'nerve', 'x7finance', 'reffinance'], 'curve')
(0, 'HelixMixer', ['sinbadio', 'tornado', 'sideshift', 'blenderio'], 'helixmixer')
(0, 'barnbridge_EToken WETH/USDC 50/50', ['tether', 'badger', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(0, 'OKEX Mining Pool 1', ['dpool', 'emcdpool', 'batpool', 'arkpool', 'aaopool'], 'okex')
(0, 'dydx_DoubleExponentInterestSetter1', ['harvestfinance', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'dydx')
(1, 'vesper_VETH-pool', ['vesper', 'harvestfinance', 'tether', 'badger', 'feiprotocol'], 'vesper')
(1, 'fei_FeiRari ETH (fETH-8)', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'Binance 12', ['binance', 'mmfinance', 'polycatfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'curvefinance_tBTC-CurveTokenV2', ['curve', 'sfinance', 'x7finance', 'reffinance', 'kuufinance'], 'curve')
(1, '1inch_Multicall', ['1inch', 'arctic', 'drachma', 'tropicalfinance', 'alligator'], '1inch')
(1, 'bitfinex Cardano ADA cold wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'finexbox'], 'bitfinex')
(1, 'Tidex 2', ['tidex', 'idex', 'omnidexlend', 'kaidex', 'mdex'], 'tidex')
(0, 'barnbridge_BarnFacet', ['badger', 'yearnfinance', 'vesper', 'feiprotocol', 'ren'], 'barnbridge')
(1, 'uniswap_v3_pool_USDC_USDT_005', ['uniswap', 'biswap', 'jswap', 'miniswap', '1swap'], 'uniswap')
(1, 'uniswap_v3_pool_XSGD_USDC', ['uniswap', 'biswap', 'jswap', 'miniswap', '1swap'], 'uniswap')
(0, 'barnbridge_bb_aDAI (Aave)', ['badger', 'yearnfinance', 'vesper', 'feiprotocol', 'ren'], 'barnbridge')
(0, 'aave_rwa_IncentivesController', ['centrifuge', 'ruler', 'agave', 'euler', 'percentfinance'], 'aave')
(1, 'Mercatox', ['mercatox', 'mercadobitcoin', 'orca', 'catex', 'coinmerce'], 'mercatox')
(1, 'Kucoin 7', ['coin', 'kucoin', 'coinw', 'fcoin', '1coincom'], 'kucoin')
(0, 'Tigerpool.net', ['dpool', 'hummerpool', 'batpool', 'arkpool', 'aaopool'], 'tigerpoolnet')
(1, 'Cryptomine.io', ['cryptomineio', 'cryptcominercom', 'allcrypt', 'cryptopayme', 'cryptostockscom'], 'cryptomineio')
(1, 'Huobi 36', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'bitfinex Monero XMR cold wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'bitfex'], 'bitfinex')
(1, 'badger_Uniswap BADGER/wBTC LP Pair', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(0, 'kucoin reserve wallets', ['coin', 'dovewallet', 'wallex', 'dcoin', '1coincom'], 'kucoin')
(0, '1inch_Governance Mothership', ['verse', 'shibance', 'versafinance', 'sfinance', 'x7finance'], '1inch')
(1, 'sushiswap_MasterChefV2', ['sushiswap', 'biswap', 'swapp', 'kswap', 'swapr'], 'sushiswap')
(0, 'barnbridge_bb_aGUSD (Aave)', ['badger', 'tether', 'yearnfinance', 'vesper', 'feiprotocol'], 'barnbridge')
(1, 'bitfinex KAIhot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'hotbit'], 'bitfinex')
(1, 'instadapp_InstaImplementationM2137', ['instadapp', 'aada', 'bastion', 'chintai', 'maple'], 'instadapp')
(1, 'instadapp_mainnet-v1-InstaDydxFlash', ['instadapp', 'aada', 'annex', 'stake1', 'bondappetit'], 'instadapp')
(0, 'bitstamp', ['bitstamp', 'bitcom', 'bitso', 'bitsten', 'cubits'], 'bitstarzcom')
(1, 'bitfinex Certik hot wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'resfinex'], 'bitfinex')
(0, 'Bitcoinica.com', ['coin', 'bitcoin24', 'fcoin', '10xbitcoin', 'bitcoinfog'], 'bitcoinica')
(0, 'synthetix_SystemSettingsLib', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'instadapp_polygon-v2-InstaConnectorsV2', ['instadapp', 'aada', 'annex', 'metapoly', 'tectonic'], 'instadapp')
(1, 'sushiswap_PeggedOracleV1', ['swapp', 'sushiswap', 'swappi', 'biswap', 'oracleswap'], 'sushiswap')
(1, 'Bitfinex: Deployer 4', ['nex', 'bitfinex', 'bitcom', 'nexo', 'bitznetwork'], 'bitfinex')
(1, 'Biconomy token (BIT)', ['bitcom', 'tokenomy', 'latoken', 'biconomy', 'tokencan'], 'biconomy')
(0, 'synthetix_SynthsXRP', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'Btc38.com', ['btc38', 'btce', 'btcc', 'zg', 'btcex'], 'btc38')
(1, 'KnCMiner.com', ['kncminercom', 'asicminer', 'gbminers', 'bitmintercom', 'polminepl'], 'kncminercom')
(0, 'OKExPool', ['dpool', 'batpool', 'arkpool', 'aaopool', 'f2pool'], 'okex')
(1, 'binance reserve wallets USDC', ['dovewallet', 'wallex', 'binance', 'curve', 'reffinance'], 'binance')
(1, 'Bitstamp 2', ['bitstamp', 'bitcom', 'bitso', 'bitsten', 'bitstock'], 'bitstamp')
(1, 'maker_PIP_AAVE', ['maker', 'agave', 'stake1', 'morphoaave', 'aave'], 'maker')
(0, 'aave_variableDebtTokenAddress-aAmmUniSNXWETH', ['ssap', 'larix', 'agave', 'fluidtokens', 'unilend'], 'aave')
(1, 'fei_FEI-TRIBE UniV2 Pair', ['feiprotocol', 'vesper', 'badger', 'yearnfinance', 'ren'], 'feiprotocol')
(1, 'Binance JEX', ['jetfuelfinance', 'binance', 'mmfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'Binance 14', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'instadapp_polygon_GELATO-AAAVE-A', ['instadapp', 'aada', 'agave', 'metapoly', 'fringe'], 'instadapp')
(1, 'curvefinance_rETH-CurveTokenV3', ['curve', 'sfinance', 'x7finance', 'vvsfinance', 'dexfinance'], 'curve')
(1, 'curvefinance_FRAX-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'kuufinance'], 'curve')
(1, 'harvestfinance_Sushiswap DAI:WETH Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'curvefinance_RSV-LiquidityGaugeReward', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'kuufinance'], 'curve')
(1, 'Cubits.com', ['bitcom', 'cubits', 'bitso', 'bitznetwork', 'bitzcom'], 'cubits')
(1, 'compound_cLINK+WBTC2Delegate_MultiLabel', ['compound', 'morphoaave', 'abelfinance', 'commodo', 'multiplierfinance'], 'compound')
(1, 'maker_LRC', ['maker', 'stake1', 'waterloan', 'benqi', 'everlend'], 'maker')
(1, 'bitfinex Ethereum Classic cold wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitznetwork'], 'bitfinex')
(0, 'synthetix_ProxysXRP', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'Cex.io', ['cex', 'bcex', 'ccex', 'exir', 'btcex'], 'cex')
(1, 'curvefinance_EURS-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'ginfinance'], 'curve')
(1, 'maker_PIP_LINK', ['maker', 'stake1', 'multiplierfinance', 'benqi', 'ironbank'], 'maker')
(1, 'badger_StrategyCurveGaugeRenBtcCrv', ['badger', 'ren', 'chatex', 'harvestfinance', 'vesper'], 'badger')
(1, 'maker_MCD_JOIN_MANA_A', ['maker', 'stake1', 'yupana', 'mantradao', 'mangomarkets'], 'maker')
(1, 'CoinSpot.com.au', ['coin', 'coinspot', 'coinspro', 'coinse', 'coinw'], 'coinspot')
(1, 'harvestfinance_fCRV-YPOOL', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(0, 'ZBToken (ZB)', ['latoken', 'tokenize', 'tokencan', 'tokenomy', 'tokok'], 'zbcom')
(0, 'aave_arc_ProtocolDataProvider', ['bprotocol', 'ramprotocol', 'omniprotocol', 'sodaprotocol', 'warpprotocol'], 'aave')
(0, 'synthetix_DebtCache', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'instadapp_mainnet-v1-InstaAccount', ['instadapp', 'aada', 'annex', 'stake1', 'bondappetit'], 'instadapp')
(0, 'Curve.fi: Donate', ['gate', 'catex', 'xdefi', 'defil', 'nerve'], 'curve')
(1, 'yearn_YFI', ['yearnfinance', 'vesper', 'badger', 'feiprotocol', 'ren'], 'yearnfinance')
(1, 'aave_variableDebtTokenAddress - aWBTC', ['fluidtokens', 'larix', 'agave', 'fortressloans', 'aave'], 'aave')
(1, 'badger_kernel', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(0, 'aave_variableDebtTokenAddress - aDAI', ['aada', 'agave', 'larix', 'fluidtokens', 'fortressloans'], 'aave')
(1, 'maker_PIP_GUSD', ['maker', 'stake1', 'benqi', 'usdfilending', 'ironbank'], 'maker')
(0, '1inch_Governance Rewards', ['sfinance', 'x7finance', 'versafinance', 'binance', 'ginfinance'], '1inch')
(1, 'Bithumb 12', ['bitcom', 'bithumb', 'bitznetwork', 'bitzcom', 'bitx'], 'bithumb')
(1, 'crypto.com reserves wallets', ['cryptocom', 'cryptox', 'wallex', 'allcrypt', 'cryptsy'], 'cryptocom')
(0, 'nexus_Quotation', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'nexus')
(1, 'Bitfinex', ['bitfinex', 'bitcom', 'nexo', 'bitznetwork', 'finexbox'], 'bitfinex')
(1, 'maker_MCD_CLIP_AAVE_A', ['maker', 'agave', 'stake1', 'aave', 'morphoaave'], 'maker')
(1, 'Hoo.com 5', ['hoo', 'vaultorocom', 'zbcom', 'cryptocom', 'zg'], 'hoo')
(1, 'bitfinex Digibyte cold wallet', ['bitfinex', 'bitcom', 'wallex', 'digifinex', 'dovewallet'], 'bitfinex')
(1, 'PrimeDice.com', ['primedicecom', 'safedicecom', '999dicecom', 'dicecoinio', 'satoshidicecom'], 'primedicecom')
(1, 'BitcoinVideoCasino.com', ['bitcoinvideocasinocom', 'bitzinocom', 'betcoinag', 'betcointm', '777coincom'], 'bitcoinvideocasinocom')
(0, 'synthetix_ProxysDEFI', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'uniswap_v3_pool_USDC_ETH_03', ['uniswap', 'biswap', 'swapp', 'swapr', 'fourswap'], 'uniswap')
(1, 'curvefinance_TriCrypto-DepositZap', ['curve', 'sfinance', 'kryptodex', 'x7finance', 'cryptocom'], 'curve')
(1, 'harvestfinance_FARM token', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'flr'], 'harvestfinance')
(1, 'bitfinex XNS hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitx'], 'bitfinex')
(1, 'bitfinex Tether USDt (Kusama) hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitfex'], 'bitfinex')
(1, 'Coinbase 1', ['coinbase', 'coin', '1coin', '1coincom', 'dcoin'], 'coinbase')
(0, 'synthetix_SynthsBNB', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'maker_MCD_CLIP_CALC_USDT_A', ['maker', 'stake1', 'usdfilending', 'benqi', 'acala'], 'maker')
(1, 'maker_MCD_CLIP_UNIV2AAVEETH_A', ['maker', 'agave', 'stake1', 'aave', 'unilend'], 'maker')
(1, 'Compound: Price Oracle Proxy', ['compound', 'proxy', 'oracleswap', 'btcoraclecom', 'dogecompounder'], 'compound')
(0, 'barnbridge_EToken Factory', ['yearnfinance', 'badger', 'vesper', 'feiprotocol', 'ren'], 'barnbridge')
(1, 'aave_stableDebtTokenAddress-aAmmWBTC', ['ssap', 'fluidtokens', 'agave', 'stake1', 'aave'], 'aave')
(1, 'BTC-e.com', ['btce', 'btcex', 'btcc', 'secondbtc', 'crypto-tradecom'], 'btce')
(1, 'Chainroll.com', ['chainrollcom', 'allcoincom', 'pinballcoincom', 'bitcoin-roulettecom', 'coinurlcom'], 'chainrollcom')
(1, 'Binance 11', ['binance', 'mmfinance', 'jetfuelfinance', 'fraxfinance', 'algebrafinance'], 'binance')
(1, 'CoinChimp.com', ['coinchimp', 'coin', 'dcoin', '1coincom', 'coinxtrader'], 'coinchimp')
(1, 'huobi reserve wallets USDT', ['huobi', 'dovewallet', 'wallex', 'huobijapan', 'huobikorea'], 'huobi')
(1, 'aave_aWBTC', ['agave', 'morphoaave', 'aave', 'ironbank', 'tenderfinance'], 'aave')
(1, 'instadapp_InstaTokenVesting', ['instadapp', 'aada', 'fluidtokens', 'fringe', 'stake1'], 'instadapp')
(1, 'UseCryptos.com', ['usecryptos', 'cryptox', 'cryptocom', 'cryptoswap', 'cryptsy'], 'usecryptos')
(1, 'uniswap_v3_pool_APE_ETH', ['uniswap', 'biswap', 'cswap', 'fourswap', '1swap'], 'uniswap')
(1, 'Viabtc', ['viabtc', '50btccom', 'btccpool', 'btccom', 'btcguildcom'], 'viabtc')
(1, 'fei_Fuse Pool 7 FEI PCV Deposit', ['feiprotocol', 'flr', 'vesper', 'badger', 'yearnfinance'], 'feiprotocol')
(1, 'badger_devMultisig', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, 'Bitexlive', ['bitcom', 'bitexlive', 'citex', 'vitex', 'zebitex'], 'bitexlive')
(1, 'convex_cvxCRV', ['convex', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'convex')
(1, 'curvefinance_Emergency-Token', ['curve', 'sfinance', 'x7finance', 'agsfinance', 'dfxfinance'], 'curve')
(1, 'maker_MCD_JOIN_RWA001_A', ['maker', 'stake1', 'benqi', 'ironbank', 'tenderfinance'], 'maker')
(1, 'KuCoin 8', ['coin', 'kucoin', 'coinw', 'fcoin', '1coincom'], 'kucoin')
(1, 'SecondsTrade.com', ['secondstradecom', 'betmoosecom', '999dicecom', 'safedicecom', 'primedicecom'], 'secondstradecom')
(1, '1inch_walletAddress', ['thorwallet', '1inch', 'valleyswap', 'kaddex', 'metatdex'], '1inch')
(1, '1inch_AggregationRouterV4', ['jupiter', 'bscstation', 'nerve', '1inch', 'swerve'], '1inch')
(0, 'synthetix_ProxyiXRP', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(1, 'harvestfinance_Sushiswap WETH:USDT Pool', ['harvestfinance', 'yearnfinance', 'convex', 'tether', 'vesper'], 'harvestfinance')
(1, 'bitfinex ATLAS hot wallet', ['bitfinex', 'bitcom', 'wallex', 'atlasats', 'dovewallet'], 'bitfinex')
(1, 'Bitrue Coin (BTR)', ['bitrue', 'bitcom', 'coin', 'coinxtrader', 'dcoin'], 'bitrue')
(0, 'aave_IncentivesController', ['centrifuge', 'euler', 'agave', 'ruler', 'percentfinance'], 'aave')
(1, 'compound_cUSDT', ['compound', 'morphoaave', 'commodo', 'fountainprotocol', 'hundredfinance'], 'compound')
(0, 'futureswap_Voting', ['vesper', 'badger', 'feiprotocol', 'yearnfinance', 'ren'], 'futureswap')
(1, 'Coinbroker.io', ['coin', 'coinbroker', '1coin', 'coinw', '1coincom'], 'coinbroker')
(1, 'maker_RWA001_A_INPUT_CONDUIT', ['maker', 'stake1', 'bondappetit', 'lendingpond', 'brainiacfinance'], 'maker')
(1, 'uniswap_v3_pool_ETH_BTT', ['uniswap', 'biswap', 'cswap', 'swapp', '1swap'], 'uniswap')
(1, 'harvestfinance_fCRV-USDN', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'tether'], 'harvestfinance')
(1, 'bitfinex Tether USDt (Tezos) hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'nexo'], 'bitfinex')
(0, 'synthetix_ProxyiXTZ', ['tether', 'feiprotocol', 'vesper', 'badger', 'yearnfinance'], 'synthetix')
(0, 'synthetix_SynthsNIKKEI', ['tether', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'synthetix')
(1, 'Gemini 3', ['gemini', 'miniswap', 'emirex', 'koinim', 'emiswap'], 'gemini')
(1, 'bitfinex ETH/ERC20 hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'hotbit'], 'bitfinex')
(1, 'Btcc pool', ['btccpool', 'dpool', 'btccom', 'terrapool', 'emcdpool'], 'btccpool')
(1, 'vesper_vBetaETH-strategy-aaveMaker', ['vesper', 'chatex', 'tether', 'harvestfinance', 'badger'], 'vesper')
(1, 'vesper_vsp', ['vesper', 'harvestfinance', 'badger', 'feiprotocol', 'yearnfinance'], 'vesper')
(1, 'Bitso.com', ['bitso', 'bitcom', 'bitzcom', 'bitx', 'bitznetwork'], 'bitso')
(1, 'bitfinex Avalanche (C-Chain) hot wallet', ['chainex', 'bitfinex', 'bitcom', 'wallex', 'dovewallet'], 'bitfinex')
(1, 'CoinArch.com', ['coinarch', 'coin', 'coinxtrader', 'dcoin', '1coincom'], 'coinarch')
(1, 'bitfinex ETP/MVS cold wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'finexbox'], 'bitfinex')
(1, 'maker_VOTE_PROXY_FACTORY', ['maker', 'oxygen', 'stake1', 'torches', 'exactly'], 'maker')
(1, 'instadapp_UNISWAP-V3-A', ['instadapp', 'aada', 'sushiswap', 'timeswap', 'stake1'], 'instadapp')
(1, 'compound_cSAI', ['compound', 'morphoaave', 'commodo', 'fountainprotocol', 'hundredfinance'], 'compound')
(1, 'curvefinance_HUSD-DepositHUSD', ['curve', 'sfinance', 'x7finance', 'dexfinance', 'ginfinance'], 'curve')
(0, 'nexus_Gateway', ['chatex', 'vesper', 'badger', 'feiprotocol', 'yearnfinance'], 'nexus')
(1, 'ePay.info', ['epayinfo', 'bitcoinfog', 'paymium', 'cryptopayme', 'bitpaycom'], 'epayinfo')
(0, 'synthetix_StakingRewardssEURCurve', ['tether', 'harvestfinance', 'vesper', 'badger', 'feiprotocol'], 'synthetix')
(1, 'instadapp_AAVE-CLAIM-A', ['instadapp', 'aada', 'agave', 'stake1', 'bondappetit'], 'instadapp')
(1, 'harvestfinance_CRV-TBTC Pool', ['harvestfinance', 'yearnfinance', 'convex', 'vesper', 'badger'], 'harvestfinance')
(1, 'AntPool', ['antpoolcom', 'dpool', 'batpool', 'f2pool', 'btccpool'], 'antpoolcom')
(1, 'curvefinance_sBTC-MetaImplementationBTC.vy', ['curve', 'sfinance', 'x7finance', 'ginfinance', 'vvsfinance'], 'curve')
(1, 'aave_aAmmUniWBTCUSDC', ['agave', 'aave', 'unilend', 'morphoaave', 'dammfinance'], 'aave')
(1, 'badger_SimpleTimelock', ['badger', 'vesper', 'feiprotocol', 'yearnfinance', 'ren'], 'badger')
(1, 'bitfinex Bitcoin Cash hot wallet', ['bitcom', 'coin', 'bitfinex', 'coinex', 'bitcash'], 'bitfinex')
(1, 'curvefinance_USDT-LiquidityGauge', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'ginfinance'], 'curve')
(1, 'aave_variableDebtTokenAddress - aCRV', ['fluidtokens', 'larix', 'agave', 'fortressloans', 'aave'], 'aave')
(1, 'maker_MCD_CLIP_CALC_MANA_A', ['maker', 'stake1', 'yupana', 'mantradao', 'mangomarkets'], 'maker')
(1, 'Remitano 2', ['remitano', 'swych', 'emirex', 'gemini', 'emiswap'], 'remitano')
(1, 'WhiteBIT', ['bitcom', 'whitebit', 'litebit', 'zebitex', 'bitx'], 'whitebit')
